20120611-06:40:00;365,572784;0,174010;63,613176;292,399353;0,171593;50,173624;224,163483;0,497878;92,916344;49,994999;81.658279;25,114008;22,884224;123,140
20120611-06:45:00;366,867889;0,225568;82,753660;283,529846;0,244902;69,437140;223,503586;0,616286;134,635757;49,982006;88.465103;25,418762;23,169481;123,150
20120611-06:50:00;366,436188;0,274710;100,663543;293,812195;0,268265;78,819470;224,163483;1,250262;159,376328;49,980007;88.797447;25,727299;23,454821;123,162
20120611-06:55:00;360,019531;0,327074;117,752886;288,494415;0,321434;92,732032;224,031677;0,875084;191,878647;49,968021;91.160286;26,028368;23,645016;123,177
20120611-07:00:00;363,276917;0,353658;128,475936;292,144257;0,348019;101,671814;225,791687;0,966928;211,283020;49,998001;91.803207;26,333834;23,930241;123,193
20120611-07:05:00;353,406647;0,404411;142,921605;293,341248;0,372993;109,414177;224,466400;1,089578;234,083160;50,015003;92.766533;26,331999;24,119972;123,203
20120611-07:10:00;346,087341;0,400383;138,567559;289,691406;0,370576;107,352690;226,314423;1,450155;227,776749;49,999001;92.622200;26,739573;24,310732;123,222
20120611-07:15:00;340,259369;0,376215;128,010753;273,208252;0,372993;101,904715;227,226273;1,009557;214,678787;49,964027;93.372925;26,835125;24,371990;123,241
20120611-07:20:00;360,117645;0,400383;144,185057;294,714844;0,374604;110,401364;226,040115;1,464361;235,053391;49,978008;92.327545;27,044428;24,595963;123,259
20120611-07:25:00;364,140320;0,455970;166,036917;292,791809;0,447108;130,909560;226,079330;1,266806;278,228119;49,983006;93.696388;27,452576;24,786180;123,280
20120611-07:30:00;363,669373;0,528474;192,189668;289,632538;0,527668;152,829822;225,542984;1,770448;324,313507;49,972015;93.998604;27,841906;24,978859;123,305
20120611-07:35:00;364,885986;0,579226;211,351609;290,986511;0,576810;167,843826;225,857086;1,612118;358,756256;49,981007;94.609856;28,162056;25,314741;123,333
20120611-07:40:00;364,768250;0,606617;221,274546;290,829529;0,603394;175,484906;227,070221;1,699264;376,220215;49,985004;94.823250;28,397652;25,520449;123,364
